Date,ROI-USD,ROI-ETH,CMC200-USD,BTC-ETH
2019-10-27,1.4414997728422594,-0.3696805681286796,0.0,0.0
2019-10-28,2.891113095412032,2.067714988764611,10.627342163229102,0.42816447977761884
2019-10-29,6.980108342477027,1.6054458707113712,9.500243155877197,-1.3744073544509254
2019-10-30,6.7246809334379085,3.3196653751649876,10.198243556369246,-4.122371737115955
2019-10-31,6.281641202105646,3.150444891529175,7.240323826415293,-2.742593202730967
2019-11-01,7.752149306463921,4.408318212791341,6.954258088508723,-2.7508902811144766
2019-11-02,8.117697445504792,4.720810516107927,7.089662537784506,-2.1061739218872817
2019-11-03,9.792517420479301,7.005339535464149,7.225066987060274,-1.4265864861726802
2019-11-04,12.728951028021397,7.702996944081567,7.3604714363360575,-1.7453215012574699
2019-11-05,12.48422679010552,5.736459033147776,9.626112080556105,-2.0020409315026297
2019-11-06,12.28432695549242,4.664455639086029,9.557456303458524,-4.366220396251901
2019-11-07,10.425208690935161,5.269371011023508,9.872128615155743,-5.186639792428604
2019-11-08,7.782980224997443,4.136424541466846,8.630603312641231,-4.183836459113569
2019-11-09,8.521602540579176,4.343432300074804,8.071821571263735,-6.969790876429591
2019-11-10,11.642501943262221,5.289461642145285,7.51303982988622,-7.565441300262236
2019-11-11,9.59189492362074,5.39830248600392,6.954258088508723,-7.157742721550797
2019-11-12,9.670350182331948,5.258991790576882,3.7789283977457795,-8.304924433362078
2019-11-13,11.162491554739958,5.950292157268598,3.830420230568964,-8.492531843014893
2019-11-14,10.384491464591315,6.7264980377621475,4.248076207912567,-9.347299440380992
2019-11-15,7.899828009047951,6.931692296687225,3.195354292416385,-9.095643895537526
2019-11-16,9.23093799331653,6.814996967299899,3.080927997253763,-8.63426778682062
2019-11-17,12.746297954288227,9.631194516375515,2.966501702091125,-9.699796228685646
2019-11-18,9.368475081021257,9.307055741741786,2.852075406928503,-10.24012069619483
2019-11-19,6.109524626342661,7.509907634923459,-1.8222387504648743,-10.737179670209526
2019-11-20,5.933436399637652,7.802017443775754,-3.103813256286301,-10.121939534781374
2019-11-21,-0.9806048366183058,8.867929701984975,-4.991847126469675,-10.104288870313253
2019-11-22,-5.904216894185324,10.542176749742652,-10.112423834997287,-8.064788071770193
2019-11-23,-3.1493020043591535,12.033882914798236,-12.250288449619068,-5.598196524680624
2019-11-24,-10.908948294973609,11.473803133257652,-14.38815306424083,-6.6703801712332425
2019-11-25,-8.309367158386138,10.443879124388715,-16.526017678862612,-4.071965606290305
2019-11-26,-4.875475877037964,12.811414617358068,-15.707869668449813,-5.635225123512805
2019-11-27,3.497186043089444,17.808270650755272,-11.548473839288267,-5.865159819643409
2019-11-28,5.2070263185351315,20.636721571180484,-11.405440970334983,-4.793011206373605
2019-11-29,5.838330453980797,19.48625337580854,-11.262408101381713,-4.284481575830397
2019-11-30,2.6323306147727914,18.073105820236655,-12.330386856232915,-2.829731247901709
2019-12-01,2.969181793369206,18.987882873172712,-13.3983656110841,-3.352641288661546
2019-12-02,2.0239516850569865,18.68315172338964,-14.466344365935305,-4.817275236193041
2019-12-03,1.1355968173076527,18.815612100542026,-14.580770661097924,-4.678510930164654
2019-12-04,-2.704231970745739,16.133270958796984,-15.496181022398966,-3.881310357718479
2019-12-05,0.31701844735555706,18.482896077456456,-13.49372085705297,-3.7048703959462297
2019-12-06,2.9586918288230346,19.965911893917898,-13.49372085705297,-2.959753536227169
2019-12-07,1.983372761086983,19.6832427008997,-13.76071554576577,-1.6579917000801458
2019-12-08,1.9448934275853367,17.51189029550906,-14.027710234478555,-1.0474640344550132
2019-12-09,-0.35782412808836983,17.370093823001522,-14.294704923191356,-3.0343035408898134
2019-12-10,-4.4936082950351635,14.275026067352671,-15.381754727236343,-3.237027205618398
2019-12-11,-4.566777471096887,16.08750391114728,-16.125525645793417,-3.53408059004512
2019-12-12,-2.517351872133295,16.859408491375067,-15.839459907886832,-2.373979428561438
2019-12-13,-0.5117259750855316,18.988842880986166,-15.839459907886832,-3.491179981560328
2019-12-14,-4.569865164705474,16.76929337425604,-17.269788597419687,-2.7194018729669223
2019-12-15,-2.0632624193306897,18.96305189620714,-18.70011728695254,-3.091444471682348
2019-12-16,-6.915330421190291,21.125109841444818,-20.130445976485394,-2.945798647104308
2019-12-17,-13.828669328385566,22.43619934113318,-24.364218897502646,0.9246921120295215
2019-12-18,-5.961270166549257,21.357271983359585,-18.64290413937123,5.619062451790729
